time,province,county,city,area,neighborhood,title,type,price,parking,rooms,sqrm,floor,surface,elevator,tag
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en pasaje Pare Claret, Montgat",venta,690000,1,3,210,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en pasaje Pare Claret, Montgat",venta,440000,1,3,135,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en pasaje Pare Claret, Montgat",venta,375000,1,2,112,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Esglesia, Montgat",venta,410000,1,3,110,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle l'Avenir, Montgat",venta,440000,1,3,140,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en calle Rosa Sensat Vila, Montgat",venta,3100000,1,5,503,None,None,None,Lujo
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en camino Vell a Tiana, Montgat",venta,225000,0,3,69,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en riera de Sant Jordi, Montgat",venta,340000,0,4,105,4,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Ramon y cajal, Montgat",venta,400000,1,2,133,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,860200,1,4,248,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Tarragona, Montgat",venta,435000,0,3,136,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,868250,1,4,278,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,832600,1,4,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Miquel Batlle, Montgat",venta,390000,1,3,85,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en camino Vell a Tiana, Montgat",venta,225000,0,3,69,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,834900,1,4,379,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,832600,1,4,379,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet adosado en Montgat,venta,420000,1,3,170,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,915400,1,4,389,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,435000,1,3,150,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en riera de Sant Jordi, Montgat",venta,340000,0,4,100,4,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pau Alsina, Montgat",venta,259000,0,3,76,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,340000,0,4,100,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Dúplex en Montgat,venta,240000,0,4,88,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,440000,1,3,123,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Pare Claret, Montgat",venta,690000,1,3,210,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Pare Claret, Montgat",venta,1050000,1,3,316,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Pare Claret, Montgat",venta,690000,1,3,210,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,690000,1,3,210,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, 8, Montgat",venta,832600,1,4,342,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,390000,0,3,110,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,360000,0,3,121,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,390000,0,3,110,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,415000,1,2,96,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,500000,1,2,124,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,440000,1,3,139,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,415000,1,2,96,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,430000,1,2,102,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,520000,1,3,186,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,690000,1,3,214,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,690000,1,3,214,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,440000,1,3,141,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,375000,1,2,111,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,390000,0,3,85,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,460000,1,3,135,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en camino Vell a Tiana, Montgat",venta,340000,1,4,100,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,340000,0,3,100,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,470000,0,3,116,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,219900,0,3,83,3,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en rambla Turó, 11, Montgat",venta,258000,0,3,75,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,375000,1,2,111,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Casa de pueblo en Montgat,venta,420000,1,3,110,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Bateries, 12, Montgat",venta,199000,0,1,45,2,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Passatge de la Rosella, Montgat",venta,157500,0,2,60,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,250000,0,4,96,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,258000,0,3,79,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,690000,1,3,120,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet adosado en Montgat,venta,310000,0,5,199,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,230000,0,3,90,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en pasaje Pare Claret, Montgat",venta,440000,1,3,139,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en avenida Jordana, Montgat",venta,230000,0,3,90,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet adosado en Montgat,venta,590000,0,4,276,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet pareado en Montgat,venta,1495000,1,6,428,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en pasaje Pare Claret, Montgat",venta,390000,1,2,133,4,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,198000,0,3,80,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,339000,0,3,100,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Arno Jager, Montgat",venta,520000,1,3,117,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, 153, Montgat",venta,832600,1,5,464,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet adosado en Montgat,venta,668000,1,3,238,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Ramon y cajal, Montgat",venta,450000,1,3,139,4,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Arno Jager, Montgat",venta,690000,1,3,210,8,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Arno Jager, Montgat",venta,995000,1,3,372,8,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en plaza sant joan, Montgat",venta,985000,0,6,256,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Arno Jager, Montgat",venta,575000,1,2,162,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en Del mar, Montgat",venta,985000,0,6,256,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en Ramon y cajal, Montgat",venta,1050000,1,3,316,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Arno Jager, Montgat",venta,440000,1,3,139,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,145000,0,3,76,None,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,834900,1,4,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Ramon y Cajal, 19, Montgat",venta,850000,1,3,210,7,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,877450,1,4,255,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Ramon y Cajal, 19, Montgat",venta,440000,1,3,139,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,852150,1,4,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Ramon y Cajal, 19, Montgat",venta,530000,1,3,151,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Ramon y Cajal, 19, Montgat",venta,460000,1,3,139,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,852150,1,4,380,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,868250,1,4,383,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,877450,1,4,392,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,860200,1,4,383,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en ronda 8 març, s/n, Montgat",venta,1207500,1,5,574,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en calle Mary Santpere, 11, Montgat",venta,2190000,1,5,380,None,None,None,Lujo
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,256000,0,3,90,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Dúplex en calle Manresa, 46, Montgat",venta,495000,0,3,113,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pau Alsina, 17, Montgat",venta,328000,0,3,78,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en calle Arno Jager, Montgat",venta,350000,1,4,180,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Dúplex en Montgat,venta,240000,0,4,88,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Manresa, 46, Montgat",venta,298000,0,3,72,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Manresa, 46, Montgat",venta,343000,0,3,82,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Dúplex en calle Manresa, 46, Montgat",venta,503000,0,3,128,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en calle Manresa, 46, Montgat",venta,465000,0,3,82,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pau Alsina, 17, Montgat",venta,298000,0,3,93,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,239000,0,2,70,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Dúplex en calle Pau Alsina, 17, Montgat",venta,425000,0,3,100,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Dúplex en calle Manresa, 46, Montgat",venta,450000,0,3,106,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en plaza de la Mare, 8, Montgat",venta,570000,1,3,120,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,450000,0,3,137,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,395000,0,2,110,None,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,500000,0,3,142,None,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en Baix d'Alella, Montgat",venta,535000,1,3,229,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Miquel Batlle, Montgat",venta,390000,0,3,85,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en avenida del Turó, Montgat",venta,365000,1,3,100,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle de Barrau Massó, 4, Montgat",venta,215000,0,3,87,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en avenida Jordana, Montgat",venta,256000,0,3,90,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,915400,1,4,253,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,915400,1,4,253,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Pare Claret, Montgat",venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,230000,0,3,90,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en plaza de les Mallorquines, 3, Montgat",venta,294800,0,3,105,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en carretera de Mataró, Montgat",venta,484800,0,5,250,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,239000,0,2,70,1,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pau Alsina, 17, Montgat",venta,330000,0,3,76,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en Buenos Aires, 33, Montgat",venta,485000,1,5,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle de Buenos Aires, Montgat",venta,485000,0,6,218,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Sant Antoni Maria Claret, Montgat",venta,159000,0,3,82,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Bateries, Montgat",venta,305000,0,3,105,1,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,198000,0,3,80,None,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Chalet en Montgat,venta,1207500,1,5,464,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle de Barcelona, Montgat",venta,435000,0,3,170,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,340000,0,4,110,None,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en Catalunya, Montgat",venta,365000,1,3,90,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en Buenos Aires, Montgat",venta,485000,0,5,240,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en calle Santa Victòria, Montgat",venta,660000,1,6,288,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en ronda 8 de Març, Montgat",venta,469000,1,2,91,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Badalona, Montgat",venta,315000,0,3,110,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en ronda 8 de Març, Montgat",venta,436000,0,2,96,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Alt, Montgat",venta,198000,0,3,80,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle de Buenos Aires, Montgat",venta,485000,0,6,218,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,370000,0,3,110,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en ronda 8 de Març, 65, Montgat",venta,590000,1,4,126,0,None,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,239000,0,2,70,1,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle San Antonio Maria Claret, Montgat",venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,239000,0,2,70,1,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Bateries, 17, Montgat",venta,450000,1,4,214,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Casa o chalet independiente en Maria Aurelia Capmany, Montgat",venta,800000,0,4,200,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,145000,0,3,91,None,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,198000,0,3,80,None,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,330000,1,4,95,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en ronda 8 de Març, Montgat",venta,750000,1,4,387,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, Montgat",venta,145000,0,3,91,None,None,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,690000,1,3,210,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Ático en Montgat,venta,575000,1,2,162,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle de la Rosella, Montgat",venta,190000,0,4,90,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Marquès de Monsolis, Montgat",venta,289000,0,2,57,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en Passatge de la Rosella, Montgat",venta,159000,0,2,58,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Alt, Montgat",venta,146000,0,2,37,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en avenida de les Vilares, Montgat",venta,395000,0,3,85,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en avenida de les vilares, Montgat",venta,395000,1,2,85,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en calle Antonio Figuerola, Montgat",venta,424000,0,3,125,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en España, Montgat",venta,560000,1,3,230,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,445000,1,3,132,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,198000,0,2,80,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,330000,1,4,95,0,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,430000,1,2,110,5,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,520000,1,3,186,6,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,375000,1,2,111,3,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Santa Victòria, Montgat",venta,223000,0,4,96,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Ático en riera de Sant Jordi, 139, Montgat",venta,340000,0,4,110,4,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,239000,0,2,70,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pare Claret, 106, Montgat",venta,175000,0,2,85,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Dúplex en calle antònia macià, 2, Montgat",venta,710000,1,6,390,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en camino de la Vinya, 8, Montgat",venta,95000,0,1,64,None,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Pau Alsina, Montgat",venta,269000,0,3,80,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Piso en calle Doctor Fleming, 5, Montgat",venta,159000,0,3,59,4,outdoor,0,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,"Chalet adosado en calle Lluís Companys, 41, Montgat",venta,450000,1,4,200,None,None,None,None
01/04/2023,Barcelona,Maresme,Montgat,None,None,Piso en Montgat,venta,269000,0,3,85,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Dúplex en Avenida Pau Casals, Palafolls",venta,189000,1,3,110,1,outdoor,0,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet adosado en Palafolls,venta,427000,0,3,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Casa o chalet independiente en Palafolls,venta,250000,0,5,250,None,None,None,Masia
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Casa o chalet independiente en calle Narcís Monturiol, Palafolls",venta,390000,1,5,305,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet pareado en calle Can Batlle, Palafolls",venta,329000,1,3,180,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet en avenida dels Arbres, Palafolls",venta,110000,0,3,85,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,90000,0,1,56,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,141000,0,2,71,2,outdoor,1,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,141000,0,2,70,None,outdoor,1,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet adosado en Palafolls,venta,280000,0,4,180,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet adosado en San Juan, Palafolls",venta,169900,0,3,173,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Casa o chalet independiente en calle Sant Joan, Palafolls",venta,210000,0,4,145,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet pareado en girona, Palafolls",venta,340000,1,8,117,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet en calle de Mas Pinell, Palafolls",venta,299000,1,3,187,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Chalet en calle Passada, Palafolls",venta,550000,0,3,120,None,None,None,Lujo
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet en Palafolls,venta,390000,1,4,167,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,156000,1,3,75,0,outdoor,1,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Dúplex en avenida Atlàntida, Palafolls",venta,176000,0,4,140,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,155000,0,2,58,1,outdoor,1,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,285000,0,3,140,2,outdoor,0,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet en Palafolls,venta,427000,1,3,245,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Casa o chalet independiente en Palafolls,venta,970000,1,16,738,None,None,None,Villa
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet en Palafolls,venta,210000,1,3,190,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Casa o chalet independiente en Palafolls,venta,400000,1,14,371,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,"Casa o chalet independiente en Polígon Caravaning Sant Genís, Palafolls",venta,45000,0,3,32,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Chalet en Palafolls,venta,289000,1,5,250,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Casa o chalet independiente en Palafolls,venta,210000,0,4,145,None,None,None,None
01/04/2023,Barcelona,Maresme,Palafolls,None,None,Piso en Palafolls,venta,176000,0,4,110,2,outdoor,0,None
